URL,ID_NUMBER,Tags
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3290100,AC 1972.110.a-d,lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3290101,AC 1972.110.a-d,lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235095,AC 1972.98.a-d,dishes; jewelry; blue; cups; utensils; spoons
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235096,AC 1972.99.a-d,dishes; jewelry; cups; spoons
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3237416,"AC 1973.16.a,b",blue; dishes; pottery; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3232670,"AC 1974.21.a,b",bottles; drinks; water; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3234782,AC 1976.69.a-c,art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3234783,AC 1976.69.a-c,dishes; circles; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3234784,AC 1976.69.a-c,dishes; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3089644,AC 1978.24.b,rectangles; nature; botany; vegetation; art; plants; grasses; animals
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3237413,AC 1961.132.a-c,dishes; plates; art; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3276997,"AC 1962.31.a,b",brown; jewelry; woods; recreation; circles; mirrors
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3276998,"AC 1962.32.a,b",jewelry; rectangles; crosses; belts
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3276999,"AC 1962.33.a,b",rectangles; utensils; stools
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3277000,"AC 1962.34.a,b",rectangles; dishes; woods; patterns; symmetry; mirrors
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3290005,AC 1962.43.a-c,rectangles; woods; mirrors
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3084262,AC 1991.84,rectangles; art; monochrome; smoke; rooms; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235592,"AC 1963.17.a,b",dishes; utensils; spoons; tools; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235591,"AC 1963.18.a,b",dishes; utensils; spoons; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235585,"AC 1963.24.a,b",dishes; utensils; spoons; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235575,"AC 1963.34.a,b",dishes; utensils; spoons; tools; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235565,"AC 1963.42.a,b",dishes; utensils; spoons
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235564,"AC 1963.43.a,b",dishes; utensils; spoons; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235559,"AC 1963.48.a,b",dishes; utensils; spoons
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235557,"AC 1963.50.a,b",dishes; utensils; spoons; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235556,AC 1963.51,dishes; utensils; spoons; woods
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235555,"AC 1963.52.a,b",dishes; utensils; spoons; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235655,"AC 1963.59.a,b",dishes; utensils; spoons; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235549,"AC 1963.71.a,b",dishes; utensils; spoons; circles; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235546,AC 1963.74.a-c,dishes; utensils; spoons
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235540,"AC 1963.92.a,b",dishes; utensils; spoons; circles
